Row #,NMFS Tracking Number,TITLE,Consultation Type,Status,Profile,Discussion Start Date,Date Request for Consultation Received,Consultation Initiation Date,Estimated Response Date,NMFS Response Date,More Information Requested Below,Mutually Agreed Extension Date,Date of Draft Release of Biological Opinion,Lead Federal Action Agency,Line Office,Common Name,Population Name,Listing Status,Action Agency Proposed Effect Determination (Species),NMFS Final Determination (Species),Action Agency Proposed Effect Determination (Critical Habitat),NMFS Final Determination (Critical Habitat),Reason Consultation Ended,Reason Early Coordination Ended,NMFS Conclusion Regarding Impacts to Fish Habitat,State,County,Latitude,Longitude,Datum,Activity Location,HUC_NUMBER,COMMENTS,NMFS Lead Region,NMFS Office,NMFS Division,NMFS State Office,Branch Team,NMFS Project Lead
"9,820",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, sperm",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,821",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, fin",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,822",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, humpback",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,823",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, right, North Atlantic",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,824",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, sei",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,825",SER-2000-541,"South Atlantic swordfish pelagic longline on Atlantic pelagic fishery for swordfish, tuna, and shark in the EEZ",Informal,Completed,"ESA-S7, Informal",,"May 18, 1998 12:00:00 AM",,,1998-08-05,,,,,,"Whale, blue",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,South Atlantic,,,SER,,,,,Kathy Wang
"9,826",SER-2000-542,"Marine Event - Isle of 5 Flags Shrimp Festival, May 5-7",Informal,Completed,"ESA-S7, Informal",,"May 1, 2000 12:00:00 AM",,,2000-05-05,,,,,,,,,No Effect,No Response,,No Response,,,,,,,,,"Amelia River, Fernandina Beach",,,SER,,,,,Bob Hoffman
"9,827",SER-2000-543,"Marine Event - Harborfest Challenge 11, May 13-14",Informal,Completed,"ESA-S7, Informal",,"May 1, 2000 12:00:00 AM",,,2000-05-05,,,,,,,,,No Effect,No Response,,No Response,,,,,,,,,"East River, Brunswick",,,SER,,,,,Bob Hoffman
"9,828",SER-2000-544,"Marine Event - CFOA Ladies & Juniors Fishing Tournament, 5/13",Informal,Completed,"ESA-S7, Informal",,"May 1, 2000 12:00:00 AM",,,2000-05-05,,,,,,,,,No Effect,No Response,,No Response,,,,,,,,,Port Canaveral,,,SER,,,,,Bob Hoffman
"9,829",SER-2000-545,"Marine Event - World of Nations Celebration, 5/6",Informal,Completed,"ESA-S7, Informal",,"May 1, 2000 12:00:00 AM",,,2000-05-05,,,,,,,,,No Effect,No Response,,No Response,,,,,,,,,"St. Johns River, Jacksonville",,,SER,,,,,Bob Hoffman
"9,830",SER-2000-546,"Marine Event - The 47th Annual Mug Race, 5/6",Informal,Completed,"ESA-S7, Informal",,"May 1, 2000 12:00:00 AM",,,2000-05-05,,,,,,,,,No Effect,No Response,,No Response,,,,,,,,,"St. Johns River, Orange Park",,,SER,,,,,Bob Hoffman
"9,831",SER-2000-561,DA permit appli 199504460(IP-JR) - Modification to permit to construct a 232-slip marina with a dockmaster facility and yacht club building,Informal,Completed,"ESA-S7, Informal",,"Apr 24, 2000 12:00:00 AM",,,2000-05-10,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Humacao,,,SER,,,,,Eric Hawk
"9,832",SER-2000-583,"SCE&G Lake Murray Dam project, SC",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-01,,,,,,"Sturgeon, shortnose",Range-wide,,No Effect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Lake Murray,,,SER,,,,,Jenny Lee
"9,833",SER-2000-584,"Blanket approval for certain FERC blanket certificate and other minor projects, Texas Gas Transmission Corp.",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-12,,,,,,"Turtle, Kemp's ridley sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,834",SER-2000-584,"Blanket approval for certain FERC blanket certificate and other minor projects, Texas Gas Transmission Corp.",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-12,,,,,,"Turtle, green sea",Florida Breeding Populations,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,835",SER-2000-584,"Blanket approval for certain FERC blanket certificate and other minor projects, Texas Gas Transmission Corp.",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-12,,,,,,"Turtle, hawksbill sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,836",SER-2000-584,"Blanket approval for certain FERC blanket certificate and other minor projects, Texas Gas Transmission Corp.",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-12,,,,,,"Turtle, leatherback sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,837",SER-2000-584,"Blanket approval for certain FERC blanket certificate and other minor projects, Texas Gas Transmission Corp.",Informal,Completed,"ESA-S7, Informal",,"May 15, 2000 12:00:00 AM",,,2000-06-12,,,,,,"Turtle, loggerhead sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,838",SER-2000-6,"MidCon Texas Pipeline Operator, Inc. - 10"" directional drill project crossing Houston ship channel",Informal,Completed,"ESA-S7, Informal",,"Jan 5, 2000 12:00:00 AM",,,2000-01-18,,,,,,"Turtle, green sea",Florida Breeding Populations,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Houston,,,SER,,,,,Eric Hawk
"9,839",SER-2000-6,"MidCon Texas Pipeline Operator, Inc. - 10"" directional drill project crossing Houston ship channel",Informal,Completed,"ESA-S7, Informal",,"Jan 5, 2000 12:00:00 AM",,,2000-01-18,,,,,,"Turtle, hawksbill sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Houston,,,SER,,,,,Eric Hawk
"9,840",SER-2000-6,"MidCon Texas Pipeline Operator, Inc. - 10"" directional drill project crossing Houston ship channel",Informal,Completed,"ESA-S7, Informal",,"Jan 5, 2000 12:00:00 AM",,,2000-01-18,,,,,,"Turtle, leatherback sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Houston,,,SER,,,,,Eric Hawk
"9,841",SER-2000-6,"MidCon Texas Pipeline Operator, Inc. - 10"" directional drill project crossing Houston ship channel",Informal,Completed,"ESA-S7, Informal",,"Jan 5, 2000 12:00:00 AM",,,2000-01-18,,,,,,"Turtle, loggerhead sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Houston,,,SER,,,,,Eric Hawk
"9,842",SER-2000-6,"MidCon Texas Pipeline Operator, Inc. - 10"" directional drill project crossing Houston ship channel",Informal,Completed,"ESA-S7, Informal",,"Jan 5, 2000 12:00:00 AM",,,2000-01-18,,,,,,"Turtle, Kemp's ridley sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Houston,,,SER,,,,,Eric Hawk
"9,843",SER-2000-60,EA - construction of USCG Station Brunswick,Informal,Completed,"ESA-S7, Informal",,"Jan 25, 2000 12:00:00 AM",,,2000-01-27,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Glynn County,,,SER,,,,,Bob Hoffman
"9,844",SER-2000-619,"FDOT - I-75 Alico Road IMR/PD&E Study, Lee County, FL",Informal,Completed,"ESA-S7, Informal",,"May 19, 2000 12:00:00 AM",,,2000-05-24,,,,,,"Sturgeon, Gulf",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Lee County,,,SER,,,,,Eric Hawk
"9,845",SER-2000-62,"Marine Event - OPSAIL Miami 2000, June 6-10",Informal,Completed,"ESA-S7, Informal",,"Jan 26, 2000 12:00:00 AM",,,2000-01-28,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Miami,,,SER,,,,,Bob Hoffman
"9,846",SER-2000-620,Maintenance dredging of Station Grand Isle boat basin and access channel from Bayou Rigaud to the basin,Informal,Completed,"ESA-S7, Informal",,"May 19, 2000 12:00:00 AM",,,2000-05-24,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Grand Isle,,,SER,,,,,Eric Hawk
"9,847",SER-2000-635,Pensacola Regional Airport runway 8/26 extension,Informal,Completed,"ESA-S7, Informal",,"May 24, 2000 12:00:00 AM",,,2000-06-06,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pensacola,,,SER,,,,,Eric Hawk
"9,848",SER-2000-636,Southern States Cooperative (Farmer's Catch) - aquaculture units for growing Tilapia in tanks,Informal,Completed,"ESA-S7, Informal",,"May 24, 2000 12:00:00 AM",,,2000-06-01,,,,,,,,,May Affect - Not Likely to Adversely Affect,No Effect,,No Effect,,,,,,,,,"Greenville, Wilson, Richmond, Valdosta",,,SER,,,,,Eric Hawk
"9,849",SER-2000-64,"Lease birthing space and conduct repairs to waterfront facilities, Port of St. Petersburg, FL",Informal,Completed,"ESA-S7, Informal",,"Jan 27, 2000 12:00:00 AM",,,2000-02-01,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,St. Petersburg,,,SER,,,,,Bob Hoffman
"9,850",SER-2000-662,"Permit Appli 198994439 (IP-BP) - renovation and expansion of City of Lake Park Marina, Palm Beach County, FL",Informal,Completed,"ESA-S7, Informal",,"May 24, 1999 12:00:00 AM",,,2000-05-25,,,,,,"Seagrass, Johnson's",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Palm Beach County,,,SER,,,,,Layne Bolen
"9,851",SER-2000-663,"Mine detection demonstration project offshore Panama City, FL, Apr 15-Sep 10, 2000",Informal,Completed,"ESA-S7, Informal",,"Jun 1, 2000 12:00:00 AM",,,2000-06-19,,,,,,"Whale, sperm",Range-wide,,May Affect - Not Likely to Adversely Affect,No Response,,No Response,,,,,,,,,Panama City,,,SER,,,,,Bob Hoffman
"9,852",SER-2000-664,"Repair main pier and replace utility supports attached to the pier at Base Charleston, Charleston, SC",Informal,Completed,"ESA-S7, Informal",,"Jun 1, 2000 12:00:00 AM",,,2000-06-02,,,,,,,,,May Affect - Not Likely to Adversely Affect,No Effect,,No Effect,,,,,,,,,Charleston,,,SER,,,,,Eric Hawk
"9,853",SER-2000-691,"Rebury cable at Egmont Key Channel Range Rear Light, Fort DeSoto County Park",Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-08,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Fort DeSota County,,,SER,,,,,Eric Hawk
"9,854",SER-2000-692,NOD dredging projects for FY01 - cutterhead (pipeline) and hopper maintenance dredging operations,Informal,Completed,"ESA-S7, Informal",,"Jun 5, 2000 12:00:00 AM",,,2000-06-05,,,,,,"Turtle, green sea",Florida Breeding Populations,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,855",SER-2000-692,NOD dredging projects for FY01 - cutterhead (pipeline) and hopper maintenance dredging operations,Informal,Completed,"ESA-S7, Informal",,"Jun 5, 2000 12:00:00 AM",,,2000-06-05,,,,,,"Turtle, Kemp's ridley sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,856",SER-2000-692,NOD dredging projects for FY01 - cutterhead (pipeline) and hopper maintenance dredging operations,Informal,Completed,"ESA-S7, Informal",,"Jun 5, 2000 12:00:00 AM",,,2000-06-05,,,,,,"Turtle, hawksbill sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,857",SER-2000-692,NOD dredging projects for FY01 - cutterhead (pipeline) and hopper maintenance dredging operations,Informal,Completed,"ESA-S7, Informal",,"Jun 5, 2000 12:00:00 AM",,,2000-06-05,,,,,,"Turtle, loggerhead sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,858",SER-2000-692,NOD dredging projects for FY01 - cutterhead (pipeline) and hopper maintenance dredging operations,Informal,Completed,"ESA-S7, Informal",,"Jun 5, 2000 12:00:00 AM",,,2000-06-05,,,,,,"Turtle, leatherback sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,SER,,,,,Eric Hawk
"9,859",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Turtle, Kemp's ridley sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,860",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Turtle, green sea",Florida Breeding Populations,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,861",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Turtle, hawksbill sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,862",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Turtle, leatherback sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,863",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Turtle, loggerhead sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,864",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, blue",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,865",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, fin",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,866",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, humpback",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,867",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, right, North Atlantic",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,868",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, sperm",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,869",SER-2000-693,Test mission to fire inert 20mm rounds from Navy helicopters at submerged inert mines in the Gulf of Mexico,Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-09,,,,,,"Whale, sei",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Gulf of Mexico,,,SER,,,,,Bob Hoffman
"9,870",SER-2000-694,"Changes to Port Fourchon, LA navigation project",Informal,Completed,"ESA-S7, Informal",,"Jun 6, 2000 12:00:00 AM",,,2000-06-08,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Port Fourchon,,,SER,,,,,Eric Hawk
"9,871",SER-2000-715,Maintenance dredging to remove restrictive shoals from entrance and jetty channels of Freeport Harbor Project,Informal,,"ESA-S7, Informal",,"Jun 8, 2000 12:00:00 AM",,,2000-08-22,,,,,,,,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Freeport Harbor,,,SER,,,,,Eric Hawk
"9,872",SER-2000-717,"Breakwater experiment in the Gulf of Mexico and near Bayou Chico, Escambia County, FL",Informal,Completed,"ESA-S7, Informal",,"Jun 8, 2000 12:00:00 AM",,,2000-06-19,,,,,,"Turtle, Kemp's ridley sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Bayou Chico, Pensacola Bay",,,SER,,,,,Bob Hoffman
"9,873",SER-2000-717,"Breakwater experiment in the Gulf of Mexico and near Bayou Chico, Escambia County, FL",Informal,Completed,"ESA-S7, Informal",,"Jun 8, 2000 12:00:00 AM",,,2000-06-19,,,,,,"Turtle, green sea",Florida Breeding Populations,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Bayou Chico, Pensacola Bay",,,SER,,,,,Bob Hoffman
"9,874",SER-2000-717,"Breakwater experiment in the Gulf of Mexico and near Bayou Chico, Escambia County, FL",Informal,Completed,"ESA-S7, Informal",,"Jun 8, 2000 12:00:00 AM",,,2000-06-19,,,,,,"Turtle, hawksbill sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Bayou Chico, Pensacola Bay",,,SER,,,,,Bob Hoffman
"9,875",SER-2000-717,"Breakwater experiment in the Gulf of Mexico and near Bayou Chico, Escambia County, FL",Informal,Completed,"ESA-S7, Informal",,"Jun 8, 2000 12:00:00 AM",,,2000-06-19,,,,,,"Turtle, leatherback sea",Range-wide,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Bayou Chico, Pensacola Bay",,,SER,,,,,Bob Hoffman
